Français;Sésames;Chapitre;Nombre de traits;JLPT;Kanji;id;Lecture On;Autres sens (lecture On);Lecture Kun;Autres sens (lecture Kun)
déjà;fixer, s’étrangler;37;10;1;既;315;ki;previously/ already, long ago/ on the point of/ actually;sude(ni);previously/ already, long ago/ on the point of/ actually
essentiel;arbre, déjà;37;14;1;概;206;gai;approximation/ condition, situation;-;-
repentir;sentiment, déjà;37;13;1;慨;203;gai;be sad;-;-
plan/surface plane;Aucun;38;5;3;平;1789;hei, 	byoo;level, peaceful;tai(ra), hira;flat, smooth/ calm/ a plain/ sitting tailor fashion. earnestly, humbly. common, ordinary 
Tsubo (mesure de volume et surface);terre, nénuphar;38;8;1;坪;1434;-;-;tsubo;area about 36 square feet
évaluer;mots, nénuphar;38;12;2;評;1721;hyoo;criticism, comment ;-;-
appeler;bouche, nénuphar déformé;38;8;3;呼;560;ko;call, call out to/ invoke/ summon/ invite/ attract/ send for/ name, designate/ bring about;yo(bu);call, call out to/ invoke/ summon/ invite/ attract/ send for/ name, designate/ bring about
moissonner;gerbe, sabre;38;4;1;刈;246;-;-;ka(ru);cut, clip/ shear/ reap/ trim, prune
espoir/infime;gerbe, linge;38;7;2;希;307;ki;Greece;-;-
amuse-gueule;gerbe, posséder/thon;38;8;0;肴;;koo;accompaniment for drinks ;sakana;
néfaste;gerbe, poubelle;38;4;1;凶;394;kyoo;evil/ bad luck/ disaster/ bad harvest;-;-
poitrail;partie du corps, emballage, poubelle;38;10;2;胸;408;kyoo;chest, breast, bosom/ heart, mind, feelings;mune, [muna];chest, breast, bosom/ heart, mind, feelings
séparation;chapeau haut de forme, poubelle pleine, traces d’animaux, dinde;38;19;1;離;2043;ri;separation;hana(reru), hana(su);separate, part from/ come off/ become disjoined/ digress/ get free/ become estranged/ be (three miles) away/ be separated (by three years)/ leave, quit, depart from. disconnect, sever/ detach/ keep apart/ alienate/ isolate/ let go, release, set free 
lapis lazuli;traces d’oiseaux, poubelle pleine et couverte, bijou;38;15;1;璃;2042;ri;lapis lazuli;-;-
sceau impérial;établi, bijou, pluie spéciale;38;19;0;璽;824;ji;emperor's seal;-;-
revigoré;grand, gerbe;38;11;1;爽;1235;soo;refreshing, bracing/ clear, resonant, sweet(voice)/ fluent;sawa(yaka);refreshing, bracing/ clear, resonant, sweet(voice)/ fluent
tuer;gerbe, arbre, frapper fort;38;10;3;殺;738;satsu, [sai], [setsu];kill, murder, butcher/ waste (money)/ suppress (anger)/ hold (breath)/ put off, strike out ;koro(su);kill, murder, butcher/ waste (money)/ suppress (anger)/ hold (breath)/ put off, strike out 
temple;gerbe, arbre, sabre;38;8;0;刹;736;satsu, setsu;temple;-;-
garnison/grand rassemblement;soc, poubelle, hameçon;38;4;1;屯;1561;ton;police station/ camp;-;-
soudain;tête, garnison;38;13;0;頓;1563;ton;suddenly, in a hurry, immediately;-;-
authentique;fil, grand rassemblement;38;10;2;純;937;jun;purity, innocence/ net (profit);-;-
émoussé;métal, garnison;38;12;2;鈍;1565;don;dullness, slowness, foolishness;nibu(i), nibu(ru);dull, slow/ blunt (tool)/ dim (light)/ thick (voice). become dull, weaken 
épicé/pénible;debout, aiguille;38;7;2;辛;1047;shin;H, eighth;kara(i);hot, acrid, sharp/ salty/ bitter, trying/ harsh, severe
terme(démission/mot);langue, épicé;38;13;3;辞;821;ji;word, term, expression/ sentence/ an address;ya(meru);resign
catalpa;arbre, épicé;38;11;1;梓;;shi;catalpa tree, woodblock printing ;azusa;
administrateur;maison, pénible;38;10;1;宰;699;sai;manager/ rule;-;-
mur;supplice, terre;38;16;2;壁;1802;heki;wall/ lining (of the stomach)/ fence/ partition;kabe;wall
éviter;supplice, route;38;16;1;避;1702;hi;avoid, avert, ward off, keep aloof from, stay away from/ evade, shirk, shun ;sa(keru);avoid, avert, ward off, keep aloof from, stay away from/ evade, shirk, shun 
jade/parfait;supplice, joyau;38;18;0;璧;1803;heki;ball, bowl, sphere, bulb;-;-
nouveau;piment, hache;38;13;4;新;1065;shin;newness, novelty. new, modern, novel, fresh, neo-;atara(shii), ara(ta), nii;new, novel, fresh, recent, modern
combustible;végétal, nouveau;38;16;1;薪;1068;shin;firewood;takigi;firewood, kindling, fuel
parent/intimité;piment, regarder;38;16;4;親;1069;shin;intimacy/ parents/ relative;oya, shita(shii), shita(shimu);parent/ dealer (in card games)/ banker (in gambling). intimate, familiar, friendly. be intimate with/ have a liking for/ take habitually
joie;terre, épicé;38;8;3;幸;610;koo;happiness, fortune;saiwa(i), sachi, shiawa(se);happiness/ blessing/ good fortune. mercy
exécuter/régisseur;joie, homme rond;38;11;1;執;834;shitsu, 	shuu;take, hold, seize, catch, capture/ fetch/ receive, procure, obtain/ adopt (a measure)/ engage (graduates)/ choose/ order (foodstuffs)/ pick, pluck/ make, produce, eat/ set up (camp)/ charge/ administer/ transact/ take (pains)/ make out (the meaning)/ remove/ take off (one's hat)/ take out (spots)/ strike out (words)/ weed, catch (fish)/ deprive of/ steal/ capture (territory), annex/ need, require/ reserve (rooms)/ subscribe to/ press (a point home)/ take (a picture)/ possess;to(ru);take, hold, seize, catch, capture/ fetch/ receive, procure, obtain/ adopt (a measure)/ engage (graduates)/ choose/ order (foodstuffs)/ pick, pluck/ make, produce, eat/ set up (camp)/ charge/ administer/ transact/ take (pains)/ make out (the meaning)/ remove/ take off (one's hat)/ take out (spots)/ strike out (words)/ weed, catch (fish)/ deprive of/ steal/ capture (territory), annex/ need, require/ reserve (rooms)/ subscribe to/ press (a point home)/ take (a picture)/ possess
franc;régisseur, main;38;15;0;摯;803;shi;gift, seriousness;-;-
récompense/nouvelle;joie, diriger;38;12;3;報;1846;hoo;news, report/ reward, retribution ;muku(iru);reward, compensate/ repay/ revenge 
crier;bouche, barbelé;38;6;2;叫;396;kyoo;shout, exclaim, cry, yell, roar, howl/ cry for, clamor for, advocate;sake(bu);shout, exclaim, cry, yell, roar, howl/ cry for, clamor for, advocate
corder/enquêter/vérifier;fil, barbelé;38;9;1;糾;374;kyuu;ask, demand, question/ investigate, ascertain, verify;-;-
fournir;barbelé, main droite;38;4;3;収;883;shuu;income;osa(meru), osa(maru);obtain, reap/ dedicate, consecrate/ pay/ supply/ store/ finish/ collect/ restore, replace/ accept (a present)/ bury, gather/ rally (troops)/ sheathe (the sword). be paid/ be restored/ stay (in the stomach)/ look composed/ be contented/ be satisfied/ be settled
humble/bas,vil;goutte, cerveau, barbelé;38;9;1;卑;1692;hi;humble/ base, mean, vile, vulgar/ greedy ;iya(shii), iya(shimu), iya(shimeru);humble/ base, mean, vile, vulgar/ greedy. despise 
pierre tombale;pierre, humble;38;14;1;碑;1700;hi;monument, tombstone;-;-
continent;grande quantité, tertre;38;11;2;陸;2044;riku;land;-;-
intime;œil, grande quantité;38;13;1;睦;1879;boku;friendly, intimate, harmonious;-;-
vigueur;grande quantité, homme rond, muscle;38;13;2;勢;1127;sei;energy/ military strength;ikio(i);force, vigor, energy, spirit, life/ authority, influence, power, might/ impetus/ course (of events), tendency/ necessarily
chaleur;grande quantité, homme rond, chaudron;38;15;3;熱;1592;netsu;heat, warmth/ temperature/ fever/ mania, fad/ enthusiasm/ passion ;atsu(i);hot
losange/macle d’eau, châtaigne d’eau;végétal, tas qui se remet à marcher (jambes qui marchent);38;11;0;菱;;ryoo;diamond (shape), water chestnut, rhombus ;hishi;
mausolée;tertre, tas qui se remet à marcher;38;11;1;陵;2066;ryoo;imperial tomb;misasagi;imperial tomb
signe du cochon;chapeau haut de forme, coude, tintin;38;6;1;亥;;gai, kai;sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac ;i;
noyau/cœur des choses/noyau de l’atome/ADN/germe;arbre, cœur du gland;38;10;1;核;215;kaku;nucleus, core, seed, kernel;-;-
graver/marque temporelle/période de 2 heures;gland, sabre;38;8;3;刻;660;koku;time/ carving, engraving, cutting ;kiza(mu);cut fine, chop up/ mince, hash/ carve (images)/ engrave (seals)/ chisel, cut, notch 
concerné;mots, cœur;38;13;1;該;205;gai;the said;-;-
censure;noyau, force;38;8;1;劾;198;gai;criminal investigation;-;-
cadavre;os, cochon;38;16;0;骸;207;gai;bone, body;-;-
mentionner (oral);résine, route;38;8;2;述;927;jutsu;state, speak, relate;no(beru);state, speak, recite, relate, mention
technique;boulevard, résine;38;11;3;術;928;jutsu;art, technique, skill/ means/ artifice, trick, stratagem/ resources/ magic, conjury ;-;-
froidure;carcasse, toit, pattes, gel;38;12;3;寒;263;kan;midwinter, coldest season;samu(i);cold, chilly
bloquer/remplir;carcasse, toit, pattes, terre;38;13;0;塞;712;sai, soku;close, shut, cover, block, wall up obstruct, fill/ occupy;fusa(gu), fusa(garu);close, shut, cover, block, wall up obstruct, fill/ occupy/ be closed, be blocked, be obstructed, be clogged, be shut/ be occupied
brasser/réaliser, œuvrer;alcool, hercule;38;20;1;醸;1028;joo;brew, cause, give rise to;kamo(su);brew, cause, give rise to
céder/passer;mots, hercule;38;20;1;譲;1027;joo;turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up/ sell, dispose of/ yield to/ be inferior to/ defer, postpone ;yuzu(ru);turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up/ sell, dispose of/ yield to/ be inferior to/ defer, postpone 
lot de terrain;terre, hercule;38;16;1;壌;1024;joo;earth, soil;-;-
demoiselle;femme, hercule;38;16;1;嬢;1025;joo;girl, daughter, young lady/ Miss.;-;-
poison;grandir, seins;39;8;2;毒;1554;doku;poison/ virus, venom, germ, toxin/ harm, injury/ malice, spite;-;-
élément/atome;grandir, fil;39;10;1;素;1208;so, 	su;principle/ element. naked, uncovered, simple;-;-
orge;croître, jambes qui marchent;39;7;2;麦;1639;baku;wheat, barley, oats, rye;mugi;wheat, barley, oats, rye
bleu;grandir, lune;39;8;4;青;1115;sei, [shoo];blue, green/ green light;ao, ao(i);blue, green/ green light, pale/ unripe, green
raffiner/précision,exactitude;riz, bleu;39;14;3;精;1130;sei, [shoo];spirit, ghost, fairy/ energy, vitality/ white rice/ details/ excellence/ purity/ skill ;-;-
solliciter;mots, bleu;39;15;1;請;1134;sei, [shin];requesting, inviting;ko(u), u(keru);ask, request/ invite/ pray for/ beg, solicit. receive, accept, take, get, obtain/ face, front of, inherit/ catch the public's fancy 
compassion;état d’esprit, bleu;39;11;3;情;1019;joo, [sei];feeling, emotion/ passion/ affection/ heart/ human nature/ sympathy/ sincerity/ circumstances, facts/ obstinacy;nasa(ke);sympathy, compassion
éclaircir;soleil, bleu;39;12;3;晴;1126;sei;clear up, (doubts) vanish, be refreshed;ha(reru), ha(rasu);clear up/ (doubts) vanish/ be refreshed. dispel, clear away (gloom)/ refresh (oneself)
pur;eau, bleu;39;11;2;清;1123;sei, [shoo];China, Manchu (dynasty);kiyo(i), kiyo(maru), kiyo(meru);purify, cleanse/ consecrate/ exorcise. be purified, be cleaned. clean, clear/ pure, innocent/ noble 
calme;bleu, querelle;39;14;3;静;1133;sei, [joo];quiet, peace, inactivity;shizu, shizu(ka), shizu(maru), shizu(meru);get quiet, calm down, grow still/ subside, die down, be suppressed. calm, pacify/ soothe, alleviate/ appease/ suppress, quell. quiet, still, silent/ placid/ serene, peaceful/ soft (rain)/ gentle (voice)/ graceful/ slow (walk)/ deserted
obligation;grandir, huître;39;11;3;責;1149;seki;condemn, blame, censure, criticize, take to task/ torture, persecute/ urge, tease (to do something) ;se(meru);condemn, blame, censure, criticize, take to task/ torture, persecute/ urge, tease (to do something) 
exploit;fil, obligation;39;17;2;績;1152;seki;exploits, unreeling cocoons;-;-
volume/surface;blé, bourriche d’huîtres;39;16;3;積;1151;seki;product (in math)/ acreage, contents, measurement;tsu(mu), tsu(moru);pile up, stack, lay/ load, ship, take on/ accumulate, amass, save. be piled up, be amassed/ lie on, be covered (with snow)/ amount to/ estimate, calculate, measure 
dette;tintin, obligation;39;13;1;債;710;sai;debt, loan;-;-
saumure;eau, obligation;39;14;1;漬;1433;-;-;tsu(keru), tsu(karu);soak, moisten, steep/ pickle, preserve, add (salt) to. be soaked in/ be submerged/ be flooded/ take a dip/ be seasoned 
surface apparente;grandir, écharpe;39;8;3;表;1718;hyoo;table, schedule, diagram, chart, list ;omote, arawa(su), arawa(reru);express, show, manifest. appear, emerge, come in sight, show up/ be revealed, be discovered, be mentioned/ become famous. surface, right side, face/ exterior, outside/ front/ the street/ mat covers/ head (of a coin)/ first half (of an inning) 
sac de paille;tintin, surface;39;10;1;俵;1719;hyoo;bag, bale, sack/ bag counter;tawara;bag, bale, sack/ bag counter
viril/preux;eau, grandir, poignard, fil;39;15;1;潔;512;ketsu;pure, clean, righteous/ manly, gallant, sportsmanlike;isagiyo(i);pure, clean, righteous/ manly, gallant, sportsmanlike
engagement;grandir, sabre, grand;39;9;1;契;477;kei;pledge, vow, swear, promise;chigi(ru);pledge, vow, swear, promise
consommer;bouche, engagement;39;12;2;喫;352;kitsu;eat, drink, smoke/ receive (a blow, etc.);-;-
tort;maison, grandir, bouche;39;10;3;害;199;gai;injury, harm, damage, mischief, interference;-;-
conduite;voiture, tort;39;17;1;轄;241;katsu;wedge;-;-
briser;tort, sabre;39;12;3;割;237;katsu;divide, cut, halve/ separate/ split, rip/ break, crack, smash/ dilute;wa(ru), wari, wa(reru), sa(ku);divide, break, rate, percentage
constitution;maison, grandir, filet, cœur;39;16;1;憲;537;ken;law;-;-
vie;goutte, grandir;39;5;5;生;1107;sei, 	shoo;birth/ life, existence, living/ subsistence/ student ;i(kiru), i(kasu), i(keru), u(mareru), u(mu), o(u), ha(eru), ha(yasu), ki, nama;grow, spring up/ cut (teeth). cultivate, wear (a beard). revive, resuscitate/ restore to life/ let live, spare a life/ make the most of/ give life to/ stet. keep alive/ arrange flowers (in a vase)/ living. live, subsist, exist/ be enlivened/ be safe (on first). be born. bear, give birth to, breed, spawn/ produce, yield (interest). raw, uncooked, fresh/ unripe/ half-boiled/ rare/ hard cash/ impertinent, conceited/ inexperienced/ (beer) on tap/ crude (rubber), unprocessed. pure, undiluted, genuine/ raw, crude 
étoile;soleil, vivant;39;9;2;星;1118;sei, [shoo];star;hoshi;star/ spot, dot, mark/ bull's eye/ one's fortune/ point, score
dégriser;bouteille de whisky, étoile;39;16;0;醒;1136;sei;awake/ be disillusioned/ sober up;-;-
nom de famille;femme, vie;39;8;2;姓;1112;sei, 	shoo;surname, family name;-;-
sexe/caractère/propriétés;état d’esprit, ovule;39;8;3;性;1114;sei, 	shoo;sex, gender/ nature, attribute. deposition/ quality/ purity;-;-
sacrifice animal;vache, vie;39;9;1;牲;1119;sei;sacrifice, offering, gift;-;-
production/reproduction;vase, falaise, ovule;39;11;3;産;750;san;childbirth/ product/ native (of a place)/ fortune, property ;u(mu), u(mareru), ubu;bear, give birth to, breed, spawn/ produce, yield (interest). be born
protubérant;tertre, jambes qui marchent, vie;39;11;1;隆;2054;ryuu;high, noble, prosperity;-;-
sommet;montagne, jambes qui marchent, buisson;39;10;1;峰;1842;hoo;peak, summit, top/ back (of a sword);mine;peak, summit, top/ back (of a sword)
abeille;insecte, jambes qui marchent, buisson;39;13;0;蜂;1847;hoo;bee, wasp, hornet;hachi;bee, wasp, hornet
coudre;fil, route, jambes qui marchent, buisson;39;16;1;縫;1851;hoo;sew, stich, embroider;nu(u);sew, stich, embroider
culte;doigt, buisson, plafond;39;8;2;拝;1612;hai;worship;oga(mu);worship, pray to, adore, reverence/ look at (with reverence)
longévité;buisson, colle;39;7;0;寿;876;ju;age/ one's natural life/ longevity/ congratulations;kotobuki;long life/ congratulations
coulage;métal, longévité;39;15;1;鋳;1388;chuu;casting;i(ru);cast, mint, coin
registre;bambou, bêche, autrefois;39;20;1;籍;1153;seki;domiciliary register/ membership;-;-
printemps;bonsaï, soleil;39;9;4;春;930;shun;spring;haru;spring, springtime
camélia;arbre, printemps;39;13;1;椿;;chin, chun;camellia;tsubaki;
paisible/Thaïlande;bonsaï, irrigation;39;10;1;泰;1302;tai;calm ,peace/ easy/ large, wide;-;-
concert/rassembler;bonsaï, cieux;39;9;1;奏;1222;soo;play (an instrument);kana(deru);play (an instrument)
réalité;maison, bonsaï;39;8;3;実;839;jitsu;truth, reality/ sincerity, fidelity/ kindness/ faith/ substance, essence ;mi, mino(ru);ripen/ bear fruit. seed, berry, nut, fruit/ substance, contents/ ingredients/ (soup) stock 
offrande;bonsaï, tige de maïs;39;8;1;奉;1833;hoo, [bu];present, dedicate/ obey, follow, believe in, serve ;tatematsu(ru);offer, present/ revere/ do respectfully
traitement/salaire;tintin, offrande;39;10;1;俸;1840;hoo;salary;-;-
bâton;arbre, offrande;39;12;2;棒;1868;boo;stick, cane, rod, pole, stake, pile, club, bar/ line, dash;-;-
révérencieusement;mots, chou;39;17;1;謹;441;kin;be discreet, be careful, be prudent, be cautious/ restrain oneself, be moderate;tsutsushi(mu);be discreet, be careful, be prudent, be cautious/ restrain oneself, be moderate
assiduité;chou, muscle;39;12;3;勤;434;kin, [gon];be fit for, be equal to, function properly;tsuto(meru), tsuto(maru);be fit for, be equal to, function properly/ serve, fill a post, serve under/ exert oneself, endeavor, work, be diligent/ play (the part of)
à peine;tintin, chou;39;13;0;僅;437;kin;a little, a small quantity;wazu(ka);a little, a small quantity
sino-/kanji;eau, épouvantail;39;13;4;漢;276;kan;Han (Dynasty)/ (old name for China), masculine suffix;-;-
lamentation;bouche, épouvantail;39;13;1;嘆;1342;tan;sigh;nage(ku), nage(kawashii);sigh, lament, moan, grieve/ regret, deplore, sorrow. sad, wretched, deplorable
difficile;épouvantail, dinde;39;18;3;難;1576;nan;trouble, difficulty/ accident, disaster/ defect/ criticism ;kata(i), muzuka(shii);impossible. hard, difficult/ delicate/ troublesome/ doubtful/ hopeless/ stern/ sullen/ hard to please/ serious/ technical 
splendeur/Chine;végétal, ensilage, aiguille;39;10;1;華;149;ka, [ke];flower, petal, shining, luster, China;hana;flower
pendre/goutter;goutte, ensilage, bâton de marche, plancher;39;8;1;垂;1083;sui;suspend, hang down/ slouch;ta(reru), ta(rasu);suspend, hang down/ slouch. hang, droop, drop, lower, pull down/ dangle/ sag/ drip, ooze, trickle/ leave behind (at death)/ give, confer 
salive;bouche, pendre;39;11;0;唾;1289;da;sputum/ saliva;tsuba;sputum/ saliva
sommeil;œil, pendre;39;13;1;睡;1091;sui;sleep, die;-;-
poids;métal, pendre;39;16;1;錘;;sui;weight, plumb bob, sinker, spindle ;tsumu, omori;
chevaucher/embarquer;blé, ensilage;39;9;3;乗;1014;joo;power (in math)/ multiplication/ record/ vehicle/ vehicle counter;no(ru), no(seru);ride, board, mount/ get up on/ spread (paints)/ be taken in/ share in, join/ be found in (a dictionary)/ feel like doing/ be mentioned in/ be in harmony with. place, put, lay, set/ let (one) take part/ impose on/ record, mention 
excès;chevaucher, sabre;39;11;1;剰;1017;joo;besides;-;-
maintenant;assemblée;40;4;5;今;670;kon, 	kin;now, the present/ the coming/ this ;ima;now, present time/ just now, soon, immediately/ (one) more 
inclure;horloge, bouche;40;7;2;含;293;gan;hold in the mouth/ bear in mind, understand/ cherish, harbor/ contain, comprise, have, hold, include, embrace/ be charged or loaded with, be dripping with, be full of, be suffused with;fuku(mu), fuku(meru);hold in the mouth/ bear in mind, understand/ cherish, harbor/ contain, comprise, have, hold, include, embrace/ be charged or loaded with, be dripping with, be full of, be suffused with/ include, instruct, make one understand
réciter;bouche, maintenant;40;7;1;吟;443;gin;singing/ recital/ song/ poem;-;-
désir;horloge, cœur;40;8;3;念;1594;nen;sense, idea, thought/ feeling/ desire/ concern, attention, care ;-;-
avidité/dévorer;maintenant, monnaie;40;11;0;貪;1564;don;coveting;musabo(ru);covet, indulge in
torsion;doigt, désir;40;11;0;捻;1595;nen;pinch (of salt)/ small gift of money/ a twist;-;-
harpe (koto);bijou, bijou, maintenant;40;12;1;琴;435;kin;harp;koto;long horizontal Japanese harp, a koto/ lyre
ombre/Yin (principe féminin, négatif)/ubac;tertre, maintenant, nuage;40;11;1;陰;54;in;the yin principle/ negative/ melancholy/ north side of a mountain/ sex organs/ secret/ shadow/ south side of a river/ negative electrode/ earth/ bottom/ back/ inactivity/ nighttime/ moon;kage, kage(ru);darken/ cloud up/ be obscured/ shade/ back/ (your) assistance
auparavant;lance;40;4;3;予;1987;yo;I, myself, the writer;-;-
liminaire;appentis, auparavant;40;7;1;序;955;jo;beginning/ preface/ order, precedence/ farewell address/ curtain raiser ;-;-
dépôt;tête, auparavant;40;13;2;預;1990;yo;place in custody, deposit, leave with, entrust with, commit to, give ;azu(keru), azu(karu);place in custody, deposit, leave with, entrust with, commit to, give. take charge of/ receive on deposit/ undertake to do/ call off (as a tie)/ refrain from/ receive, enjoy  
sauvage/champ/rustique;hameaux, auparavant;40;11;4;野;1954;ya;field, plain/ the Opposition/ civilian life/ rustic;no;field, plain
cumuler;cornes, trait de stabilisation, râteau à deux manches, paire de traits;40;10;1;兼;523;ken;and, in addition, concurrently;ka(neru);combine with, serve as both/ hold an additional post/ use with
aversion;femme, cumuler;40;13;1;嫌;532;ken, [gen];dislike, hate/ be unwilling (to do something), ;kira(u), iya;hate, detest, dislike/ disagreeable
faucille/serpe;or, cumuler;40;18;1;鎌;245;‐;-;kama;sickle, scythe/ trick
modestie;mots, cumuler;40;17;1;謙;539;ken;humble oneself, condescend, be modest;-;-
bonne affaire;cumuler, appentis;40;13;1;廉;2107;ren;purity/ honesty/ low price/ corner;-;-
ouest;un, jambes;40;6;5;西;1109;sei, 	sai;west;nishi;west
prix;tintin, occident;40;8;2;価;140;ka;price, cost, value, worth;atai;price, cost, value, worth
besoin;occident, femme;40;9;3;要;1996;yoo;main point, essence/ aim/ secret/ need;kaname, i(ru);require, need/ waylay, ambush. pivot/ the main point/ the key (to) 
hanches;partie du corps, besoin;40;13;2;腰;2004;yoo;hips, waist, loins, pelvic region/ small of the back/ haunch/ lower-panel wainscoting (lower wall only)/ stem (of a wine glass) ;koshi;hips, waist, loins, pelvic region/ small of the back/ haunch/ lower-panel wainscoting (lower wall only)/ stem (of a wine glass) 
bulletin (de vote);occident, autel;40;11;1;票;1720;hyoo;label/ ballot/ ticket/ sign;-;-
dériver, ballotter;eau, bulletin;40;14;1;漂;1722;hyoo;float (on the water);tadayo(u);float (on the water)
panneau;bulletin, arbre;40;15;2;標;1723;hyoo;signpost/ mark/ target/ designate;-;-
châtaigne;occident, arbre;40;10;1;栗;;ritsu, ri;chestnut;kuri, ononoku;
trembler;état d’esprit, châtaigne;40;13;0;慄;2047;ritsu;fear/ shudder;-;-
exiler/limoger/déplacer;occident, grand, soi, route;40;15;1;遷;1191;sen;move, change, shift/ pass into, drift/ soak in/ be infected, catch (a cold)/ catch fire, spread ;-;-
chavirer;ouest, retourner;40;18;1;覆;1773;fuku;overturn, capsize/ fall/ be ruined ;oo(u), kutsugae(su), kutsugae(ru);overturn, capsize/ fall/ be ruined. overthrow/ undermine/ frustrate/ veto/ disprove (a theory). cover, veil/ hang over/ brood over/ conceal/ overlap/ shelter/ screen/ disguise/ wrap, envelop/ obscure/ shade/ overshadow
fumée;feu, occident, terre;40;13;3;煙;96;en;smoke;kemu(ru), kemuri, kemu(i);smoke, smolder, be smoky/ smoky/ fumes/ spray
sud;ceinture, joie;40;9;5;南;1574;nan, [na];south;minami;south
camphrier;arbre, sud;40;13;1;楠;;nan, dan, zen, nen;camphor tree;kusu, kusunoki;
offrir;sud, petit chien;40;13;1;献;533;ken, [kon];counter for drinks;-;-
portail;Aucun;41;8;3;門;1949;mon;gate, gateway/ private school/ class/ counter for cannon;kado;gate, door
question;porte coulissante, bouche;41;11;4;問;1951;mon;question, problem, subject, discussion ;to(u), to(i), [ton];ask, question, inquire/ accuse. Inquiry
revue;porte coulissante, diable;41;15;1;閲;86;etsu;inspection, revision;-;-
coterie;porte coulissante, abattre;41;14;1;閥;1654;batsu;lineage, pedigree/ clique, faction, clan;-;-
intervalle, espace;porte coulissante, soleil;41;12;5;間;270;kan, 	ken;interval/ space/ between/ among/ discord/ favorable opportunity/ six feet;aida, ma;space, interval, gap/ between, among/ midway/ on the way/ distance/ time, period/ relationship/ room/ pause/ rest (in music)/ a while/ leisure/ luck/ timing, harmony
simplicité;bambou, intervalle;41;18;2;簡;287;kan;brevity, simplicity;-;-
ouvrir;porte coulissante, deux mains;41;12;4;開;187;kai;opening;hira(ku), hira(keru), a(ku), a(keru);open, unfold, unroll, uncover, unpack, untie, unseal/ establish/ clear (land)/ pioneer/ clear the way/ convene/ enlighten ( a country)/ bloom/ differ, have a margin/ widen (the space between)/ become civilized, become modernized/ become sensible/ be opened to traffic/ feel relief/ be open/ grow, develop (a town)/ start, commence/ become vacant, become empty, be disengaged, be free/ empty, vacate/ leave (a space)/ clear (the table)/ make (a hole)/ reserve (a seat), stay away from/ dawn/ end, expire, be over/ begin
fermer;porte coulissante, génie;41;11;3;閉;1795;hei;shut, close;to(jiru), to(zasu), shi(meru), shi(maru);shut, close. lock, fasten/ plunge (in grief)
cabinet/tour;chacun, porte coulissante;41;14;1;閣;221;kaku;tower, tall building, palace, cabinet (of a government);-;-
loisir;porte coulissante, arbre;41;12;1;閑;271;kan;leisure;-;-
entendre/demander;porte coulissante, oreille;41;14;5;聞;1787;bun, 	mon;hear, listen to/ learn of/ inquire/ follow advice ;ki(ku), ki(koeru);hear, listen to/ learn of/ inquire/ follow advice. be heard/ sound, ring, seem/ be well known/ be reasonable 
mouillé;eau, porte coulissante, roi;41;15;1;潤;941;jun;be watered/ profit by, receive benefits, become rich ;uruo(u), uruo(su), uru(mu);be watered/ profit by, receive benefits, become rich. moisten, water, irrigate, dip/ enrich, profit. be dimmed, be clouded, get muddy/ be wet  
colonne de journal;arbre, porte coulissante, orient;41;20;1;欄;2034;ran;column (in a newspaper)/ blank/ space/ railing;-;-
Hollande/orchidée;végétal, porte coulissante, orient;41;19;1;蘭;;ran, ra;orchid, Holland;-;
lutte;porte coulissante, table, colle;41;18;1;闘;1534;too;fighting;tataka(u);wage war/ fight/ engage in a contest/ struggle against
obscurité/(activités) illégales;porte coulissante, bruit;41;17;0;闇;1962;-;-;yami;darkness/ grief, gloom/ disorder, black market
cellier;porte coulissante unique, assemblée, bouche;41;10;1;倉;1227;soo;storehouse;kura;warehouse, godown/ cellar/ depository, treasury/ granary, elevator
fondation;cellier, sabre;41;12;1;創;1237;soo;wound, injury, hurt/ cut, gash, bruise, scratch/ scar/ weak point;tsuku(ru);-
in-;Aucun;41;8;3;非;1691;hi;mistake/ misdeed/ injustice/ wrong/ non-, un-, anti-;-;-
acteur;tintin, cellule de prison;41;10;1;俳;1616;hai;actor;-;-
répudier/évacuation;doigt, cellule de prison;41;11;1;排;1618;hai;exclude, expel, reject/ push aside, push open/ defy/ disregard/ anti-(Japanese, etc.) ;-;-
triste;sentiments, cellule de prison;41;12;3;悲;1697;hi;grieve, be sad, deplore, mourn for, regret ;kana(shii), kana(shimu);grieve, be sad, deplore, mourn for, regret. sad, pathetic, plaintive 
délit;filet, cellule de prison;41;13;3;罪;721;zai;sin, crime, offense, guilt, blame, fault, misconduct ;tsumi;sin, crime, offense, guilt, blame, fault, misconduct 
camarade;in/pas de, voiture;41;15;1;輩;1621;hai;fellow, people, companion/ line;-;-
porte d’entrée;porte, in-;41;12;1;扉;1698;hi;door/ title page, front page;tobira;door/ title page, front page
marquis;tintin, clé, flèche;41;9;1;侯;613;koo;marquis/ load, daimyo;-;-
gosier/compteur de poissons;bouche, marquis;41;12;0;喉;633;koo;throat, voice;nodo;throat, voice
climat;marquis, canne;41;10;3;候;622;koo;season, weather;sooroo;classical verbal ending equivalent to colloquial
décider;liquide, guillotine;41;7;3;決;509;ketsu;decision, vote;ki(meru), ki(maru);fix, decide, agree upon/ appoint, choose/ resolve/ be decided, be settled, be arranged/ be certain to, be doomed to
